Numéro d'école;Latitude;Longitude;
0590844X;50.2563884;4.075551;Colleret, Avesnes-sur-Helpe, Nord, Hauts-de-France, France métropolitaine, 59680, France
0590967F;51.0347708;2.3772525;Dunkerque, Nord, Hauts-de-France, France métropolitaine, France
0591136P;50.6026031;3.0697877;Faches-Thumesnil, Lille, Nord, Hauts-de-France, France métropolitaine, 59155, France
0760711K;49.7544028;1.1490193;Le Catelier, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76590, France
0670349R;48.8172236;7.7885978;Haguenau, Haguenau-Wissembourg, Bas-Rhin, Grand Est, France métropolitaine, 67500, France
0670350S;48.821213;7.7358163;Schweighouse-sur-Moder, Haguenau-Wissembourg, Bas-Rhin, Grand Est, France métropolitaine, 67590, France
0880659N;48.3914733;5.6737085;Frebécourt, Neufchâteau, Vosges, Grand Est, France métropolitaine, 88630, France
0880811D;48.2952039;6.68847417992282;Autrey, Épinal, Vosges, Grand Est, France métropolitaine, 88700, France
0580041E;46.9876601;3.1577203;Nevers, Nièvre, Bourgogne-Franche-Comté, France métropolitaine, 58000, France
0580199B;46.9488763;3.9600928;Villapourçon, Château-Chinon, Nièvre, Bourgogne-Franche-Comté, France métropolitaine, 58370, France
0580289Z;47.3716368;3.4545856;Cuncy-lès-Varzy, Clamecy, Nièvre, Bourgogne-Franche-Comté, France métropolitaine, 58210, France
0580717P;47.048138;3.2028956;Urzy, Nevers, Nièvre, Bourgogne-Franche-Comté, France métropolitaine, 58130, France
0890230S;47.9205351;3.25203930303153;Saint-Romain-le-Preux, Sépeaux-Saint-Romain, Sens, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89116, France
0890301U;47.7132623;3.6653566;Irancy, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89290, France
0772082V;48.5671024;2.6252499;Vert-Saint-Denis, Melun, Seine-et-Marne, Île-de-France, France métropolitaine, 77240, France
0700732R;47.3954498;6.0532726;Sorans-lès-Breurey, Vesoul, Haute-Saône, Bourgogne-Franche-Comté, France métropolitaine, 70190, France
0710176F;46.2462758;4.7868257;Crêches-sur-Saône, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71680, France
0710459N;46.1966241;4.7689072;Saint-Symphorien-d'Ancelles, Mâcon, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71570, France
0710663K;47.0261683;4.1199906;Roussillon-en-Morvan, Autun, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71550, France
0710695V;46.8330089;4.1158213;Saint-Didier-sur-Arroux, Autun, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71190, France
0573456X;49.101578;7.5083027;Roppeviller, Sarreguemines, Moselle, Grand Est, France métropolitaine, 57230, France
0800818E;50.1060835;1.8337029;Abbeville, Somme, Hauts-de-France, France métropolitaine, 80100, France
0770719N;48.6354878;2.7954418;Guignes, Melun, Seine-et-Marne, Île-de-France, France métropolitaine, 77390, France
0340569J;43.2900051;3.1279229;Nissan-lez-Enserune, Béziers, Hérault, Occitanie, France métropolitaine, 34440, France
0772117H;48.5671024;2.6252499;Vert-Saint-Denis, Melun, Seine-et-Marne, Île-de-France, France métropolitaine, 77240, France
0860212N;46.8180047;0.545812;Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France
0751265T;48.8566101;2.3514992;Paris, Île-de-France, France métropolitaine, France
0780520S;48.7739339;2.1259014;Buc, Versailles, Yvelines, Île-de-France, France métropolitaine, 78530, France
0711333N;46.6806882;3.8161728;Maltat, Charolles, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71140, France
0720397R;48.1860576;0.6554511;La Ferté-Bernard, Mamers, Sarthe, Pays de la Loire, France métropolitaine, 72400, France
0780839N;48.8255064;2.12798942040892;Le Chesnay, Le Chesnay-Rocquencourt, Versailles, Yvelines, Île-de-France, France métropolitaine, 78150, France
0741201D;46.0164774;6.171294;Groisy, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74570, France
0780540N;48.817399;1.9476363;Plaisir, Versailles, Yvelines, Île-de-France, France métropolitaine, 78370, France
0790282C;46.1100611;0.061766;Lorigné, Niort, Deux-Sèvres, Nouvelle-Aquitaine, France métropolitaine, 79190, France
0720566Z;48.0155328;-0.0268815;Brains-sur-Gée, La Flèche, Sarthe, Pays de la Loire, France métropolitaine, 72550, France
0781221D;48.7586644;2.0510182;Voisins-le-Bretonneux, Rambouillet, Yvelines, Île-de-France, France métropolitaine, 78960, France
0761156U;49.8535336;0.7990985;Blosseville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76460, France
0761242M;49.4938975;0.1079732;Le Havre, Seine-Maritime, Normandie, France métropolitaine, France
0920265N;48.9148269;2.2674892;Bois-Colombes, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92270, France
0920445J;48.8250508;2.273457;Issy-les-Moulineaux, Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92130, France
0762335A;49.526209868317;0.35472897759286;Saint-Romain-de-Colbosc, Normandie, France métropolitaine, 76430, France
0741327R;45.9194156;6.16587472401777;Annecy-le-Vieux, Annecy, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74940, France
