2015-2016;2016-2017;2017-2018;Académie;Adresse;Appellation officielle;Code département;Code postal;Commune;Département;Etat établissement;Latitude;Lieu dit;Longitude;Nombre d'élèves 2015-2016;Nombre d'élèves 2016-2017;Nombre d'élèves 2017-2018;Numéro d'école;Patronyme uai;Secteur d'enseignement;code région;libellé région;POPULATION;Inférieur à 500 hab ?;Inférieur à 2000 habs;Inférieur à 10000 habs
yes;yes;no;ROUEN;Rue de la Mairie;Ecole élémentaire de Sauqueville;;76550.0;Sauqueville;;;;;;22.0;15.0;;0760870H;;PUBLIC;28;Normandie;377;1;1;1
yes;yes;no;CLERMONT-FERRAND;Le bourg;Ecole Claudius Meunier;;3250.0;Châtel-Montagne;;;;;;9.0;9.0;;0030551H;;PUBLIC;84;Auvergne-et-Rhône-Alpes;380;1;1;1
yes;no;no;ROUEN;15 rue Maurice Bouchor;Ecole élémentaire Maurice Bouchor I;;76610.0;Le Havre;;;;;;143.0;;;0760820D;;PUBLIC;28;Normandie;172074;0;0;0
yes;no;no;ROUEN;Route de Dieppe;Ecole élémentaire Pauline Kergomard;;76740.0;Le Bourg-Dun;;;;;;18.0;;;0760852N;;PUBLIC;28;Normandie;419;1;1;1
yes;yes;no;ROUEN;Rue de l'Ecole;Ecole élémentaire d'Hautot-l'Auvray;;76450.0;Hautot-l'Auvray;;;;;;27.0;21.0;;0760891F;;PUBLIC;28;Normandie;357;1;1;1
yes;no;no;AMIENS;Rue du Château;Ecole élémentaire de Chevresis-Monceau;;2270.0;Chevresis-Monceau;;;;;;20.0;;;0020276P;;PUBLIC;32;Hauts-de-France;368;1;1;1
yes;yes;no;AMIENS;6 rue de l'école;Ecole élémentaire d'Étouvelles;;2000.0;Étouvelles;;;;;;22.0;26.0;;0020434L;;PUBLIC;32;Hauts-de-France;215;1;1;1
yes;no;no;AMIENS;2bis rue du Moulin;Ecole de la Malmaison;;2190.0;La Malmaison;;;;;;28.0;;;0020648U;;PUBLIC;32;Hauts-de-France;417;1;1;1
yes;yes;no;CRETEIL;2 Grande rue;Ecole élémentaire de Villiers-sur-Seine;;77114.0;Villiers-sur-Seine;;;;;;22.0;22.0;;0770080U;;PUBLIC;11;Île-de-France;301;1;1;1
yes;no;no;AMIENS;3 rue de la place;Ecole de Prouvais;;2190.0;Prouvais;;;;;;31.0;;;0020936G;;PUBLIC;32;Hauts-de-France;347;1;1;1
yes;yes;no;AMIENS;Rue de Priel;Ecole de Villeret;;2420.0;Villeret;;;;;;54.0;45.0;;0021324D;;PUBLIC;32;Hauts-de-France;310;1;1;1
yes;no;no;AMIENS;Rue des écoles;Ecole de Vierzy;;2210.0;Vierzy;;;;;;76.0;;;0021678N;;PUBLIC;32;Hauts-de-France;446;1;1;1
yes;yes;no;BESANCON;8 rue Albert Camus;Ecole maternelle Péguy Charles;;25300.0;Pontarlier;;;;;;64.0;59.0;;0251384U;;PUBLIC;27;Bourgogne-et-Franche-Comté;17398;0;0;0
yes;yes;no;BESANCON;Route de Bonnay;Ecole maternelle de Devecey;;25870.0;Devecey;;;;;;67.0;63.0;;0251627H;;PUBLIC;27;Bourgogne-et-Franche-Comté;1374;0;1;1
yes;yes;no;CRETEIL;Route de trois Moulins;Ecole élémentaire Claudine Fabrici;;77950.0;Rubelles;;;;;;148.0;154.0;;0770592A;;PUBLIC;11;Île-de-France;2012;0;0;1
yes;no;no;GRENOBLE;43 avenue du Grand Champ;Ecole maternelle Blanche Rochas;;38180.0;Seyssins;;;;;;75.0;;;0382802P;;PUBLIC;84;Auvergne-et-Rhône-Alpes;6945;0;0;1
yes;no;no;GRENOBLE;465 rue du Grand Champ;Ecole maternelle de la Vallée;;38730.0;Virieu;;;;;;58.0;;;0382899V;;PUBLIC;84;Auvergne-et-Rhône-Alpes;1109;0;1;1
yes;no;no;BESANCON;2 Route de Pontarlier;Ecole maternelle de Cernans;;39110.0;Cernans;;;;;;22.0;;;0390446Y;;PUBLIC;27;Bourgogne-et-Franche-Comté;139;1;1;1
yes;no;no;BORDEAUX;Rue Hugues;Ecole maternelle Les Pins;;40100.0;Dax;;;;;;105.0;;;0400725W;;PUBLIC;75;Nouvelle-Aquitaine;20776;0;0;0
yes;yes;no;BORDEAUX;21 avenue du 21 aoE»t;Ecole maternelle Bourg;;40280.0;Saint-Pierre-du-Mont;;;;;;101.0;106.0;;0400775A;;PUBLIC;75;Nouvelle-Aquitaine;9337;0;0;1
yes;no;no;ORLEANS-TOURS;2 rue des Jacobins;Ecole primaire France;;37000.0;Tours;;;;;;154.0;;;0370212E;;PUBLIC;24;Centre-Val-de-Loire;134803;0;0;0
yes;no;no;ORLEANS-TOURS;Les Grands Clos;Ecole maternelle Guehenno;;37260.0;Artannes-sur-Indre;;;;;;88.0;;;0371382B;;PUBLIC;24;Centre-Val-de-Loire;2534;0;0;1
yes;yes;no;CAEN;1 rue de Nyon;Ecole maternelle Camp Ferme;;14700.0;Falaise;;;;;;89.0;97.0;;0140642X;;PUBLIC;28;Normandie;8343;0;0;1
yes;yes;no;TOULOUSE;Hameau du Parre;Ecole élémentaire Margouet-Meymes;;32290.0;Margouët-Meymes;;;;;;21.0;14.0;;0320120G;;PUBLIC;76;Occitanie;193;1;1;1
yes;no;no;TOULOUSE;Le village;Ecole élémentaire Maumusson Laguian;;32400.0;Maumusson-Laguian;;;;;;13.0;;;0320129S;;PUBLIC;76;Occitanie;146;1;1;1
yes;no;no;TOULOUSE;Le village;Ecole maternelle Empu Monlezun Pardiac;;32230.0;Monlezun;;;;;;15.0;;;0320159Z;;PUBLIC;76;Occitanie;203;1;1;1
yes;no;no;TOULOUSE;Le village;Ecole maternelle Empu Montaut d'Astarac;;32300.0;Montaut;;;;;;11.0;;;0320164E;;PUBLIC;76;Occitanie;111;1;1;1
yes;no;no;TOULOUSE;Le village;Ecole Lagarde Hachan;;32300.0;Lagarde-Hachan;;;;;;15.0;;;0320371E;;PUBLIC;76;Occitanie;161;1;1;1
yes;yes;no;CAEN;Rue du collège;Ecole maternelle de Saint-Sever-Calvados;;14380.0;Saint-Sever-Calvados;;;;;;65.0;72.0;;0141622M;;PUBLIC;28;Normandie;1248;0;1;1
yes;yes;no;CAEN;6 avenue de la Crosse;Ecole maternelle Fontaine Couverte;;14700.0;Falaise;;;;;;83.0;63.0;;0141664H;;PUBLIC;28;Normandie;8343;0;0;1
yes;yes;no;CAEN;Route du Général de Gaulle;Ecole maternelle de Moyaux;;14590.0;Moyaux;;;;;;63.0;64.0;;0141871H;;PUBLIC;28;Normandie;1337;0;1;1
yes;yes;no;TOULOUSE;Le bourg;Ecole élémentaire Crastes;;32270.0;Crastes;;;;;;17.0;14.0;;0320503Y;;PUBLIC;76;Occitanie;251;1;1;1
yes;yes;no;ROUEN;Rue du Général de Gaulle;Ecole élémentaire du Thuit-Simer;;27370.0;Le Thuit-Simer;;;;;;61.0;43.0;;0270420K;;PUBLIC;28;Normandie;458;1;1;1
yes;yes;no;ROUEN;43 rue Georges Clémenceau;Ecole élémentaire Georges Veuclin grouPe I;;27250.0;Rugles;;;;;;93.0;74.0;;0270902J;;PUBLIC;28;Normandie;2353;0;0;1
yes;yes;no;ORLEANS-TOURS;30 rue des Murgers;Ecole maternelle Saint-Cloud En Dunois;;28200.0;Saint-Cloud-en-Dunois;;;;;;18.0;16.0;;0280088U;;PUBLIC;24;Centre-Val-de-Loire;240;1;1;1
yes;yes;no;LILLE;125 rue de la Mairie;Ecole primaire de Boursin;;62132.0;Boursin;;;;;;16.0;15.0;;0621029G;;PUBLIC;32;Hauts-de-France;272;1;1;1
yes;yes;no;ORLEANS-TOURS;Cours Charles Brune;Ecole primaire André Juster;;28600.0;Luisant;;;;;;90.0;91.0;;0280284G;;PUBLIC;24;Centre-Val-de-Loire;6720;0;0;1
yes;yes;no;ROUEN;1 rue du Côteau;Ecole maternelle Joliot Curie;;27140.0;Gisors;;;;;;88.0;102.0;;0271270J;;PUBLIC;28;Normandie;11201;0;0;0
yes;no;no;LILLE;118 rue haute;Ecole d'Aire-sur-la-Lys;;62120.0;Aire-sur-la-Lys;;;;;;58.0;;;0621738C;;PUBLIC;32;Hauts-de-France;9947;0;0;1
yes;no;no;LILLE;12 rue Marcel Dollet;Ecole primaire RPI 125;;62134.0;Teneur;;;;;;23.0;;;0621832E;;PUBLIC;32;Hauts-de-France;287;1;1;1
yes;yes;no;ORLEANS-TOURS;20 rue Jules Ferry;Ecole primaire de Meslay-le-Vidame;;28360.0;Meslay-le-Vidame;;;;;;51.0;39.0;;0280422G;;PUBLIC;24;Centre-Val-de-Loire;533;0;1;1
yes;yes;no;BORDEAUX;Route de la Ruasse;Ecole maternelle Pomarède;;33550.0;Langoiran;;;;;;97.0;100.0;;0332329C;;PUBLIC;75;Nouvelle-Aquitaine;2302;0;0;1
yes;no;no;BORDEAUX;18 rue Docteur Gelineau;Ecole maternelle Pierre Bergeon;;33390.0;Blaye;;;;;;78.0;;;0332480S;;PUBLIC;75;Nouvelle-Aquitaine;4730;0;0;1
yes;yes;no;LILLE;29 rue Raoul Briquet;Ecole maternelle Constant Dutilleux;;62223.0;Saint-Nicolas;;;;;;77.0;74.0;;0623070A;;PUBLIC;32;Hauts-de-France;4634;0;0;1
yes;yes;no;ORLEANS-TOURS;16 Grande rue;Ecole maternelle Saint-Avit Les Guespières;;28120.0;Saint-Avit-les-Guespières;;;;;;40.0;32.0;;0280446H;;PUBLIC;24;Centre-Val-de-Loire;376;1;1;1
yes;no;no;MONTPELLIER;759 rue Croix de Figuerolles;Ecole élémentaire Dante Alighieri;;34070.0;Montpellier;;;;;;128.0;;;0340514Z;;PUBLIC;76;Occitanie;272084;0;0;0
yes;yes;no;GRENOBLE;1 rue des Parcs;Ecole maternelle Rivoire la Dame;;38360.0;Sassenage;;;;;;45.0;37.0;;0382256W;;PUBLIC;84;Auvergne-et-Rhône-Alpes;11705;0;0;0
yes;yes;no;GRENOBLE;Rue du 11 Novembre;Ecole élémentaire Le Bérard;;38500.0;Coublevie;;;;;;135.0;122.0;;0382466Z;;PUBLIC;84;Auvergne-et-Rhône-Alpes;4567;0;0;1
yes;yes;no;TOULOUSE;Chemin des Près;Ecole maternelle Les Près;;31700.0;Blagnac;;;;;;113.0;113.0;;0311295P;;PUBLIC;76;Occitanie;22969;0;0;0
yes;no;no;RENNES;Avenue Laënnec;Ecole maternelle Jacques et Mona Ozouf;;22580.0;Plouha;;;;;;110.0;;;0220346G;;PUBLIC;53;Bretagne;4505;0;0;1
yes;no;no;RENNES;Rue Penthievre;Ecole du Gouray;;22330.0;Le Gouray;;;;;;148.0;;;0221124C;;PUBLIC;53;Bretagne;1263;0;1;1
yes;yes;no;BORDEAUX;Le bourg;Ecole maternelle d'Uza;;40170.0;Uza;;;;;;21.0;21.0;;0400558P;;PUBLIC;75;Nouvelle-Aquitaine;159;1;1;1
yes;yes;no;RENNES;1 place d'Aiguilles;Ecole maternelle de Trélévern;;22660.0;Trélévern;;;;;;49.0;42.0;;0221609E;;PUBLIC;53;Bretagne;1360;0;1;1
yes;yes;no;RENNES;Rue du calvaire;Ecole maternelle Servel;;22300.0;Lannion;;;;;;80.0;67.0;;0221627Z;;PUBLIC;53;Bretagne;19627;0;0;0
yes;no;no;RENNES;Rue des 7 Tournants;Ecole maternelle Kroas-Hent;;22300.0;Lannion;;;;;;73.0;;;0221628A;;PUBLIC;53;Bretagne;19627;0;0;0
yes;no;no;RENNES;Rue du Phare de la Corne;Ecole maternelle Goas Mikaël;;22220.0;Tréguier;;;;;;60.0;;;0221637K;;PUBLIC;53;Bretagne;2489;0;0;1
yes;no;no;BORDEAUX;Le bourg;Ecole élémentaire de Valeuil;;24310.0;Valeuil;;;;;;25.0;;;0240407M;;PUBLIC;75;Nouvelle-Aquitaine;388;1;1;1
yes;no;no;BORDEAUX;Route d'Angouleme;Ecole primaire de Javerlhac-et-la-Chapelle-Saint-Robert;;24300.0;Javerlhac-et-la-Chapelle-Saint-Robert;;;;;;58.0;;;0240556Z;;PUBLIC;75;Nouvelle-Aquitaine;876;0;1;1
yes;yes;no;BORDEAUX;29 rue Mozart;Ecole maternelle Marancy;;64000.0;Pau;;;;;;136.0;132.0;;0641049T;;PUBLIC;75;Nouvelle-Aquitaine;77575;0;0;0
yes;no;no;REIMS;16 rue Désiré Guelliot;Ecole primaire Hippolyte Taine;;8400.0;Vouziers;;;;;;110.0;;;0080449V;;PUBLIC;44;Grand-Est;4019;0;0;1
yes;no;no;REIMS;Rue principale;Ecole primaire de Houdilcourt;;8190.0;Houdilcourt;;;;;;19.0;;;0080554J;;PUBLIC;44;Grand-Est;149;1;1;1
yes;no;no;REIMS;22 Grande rue;Ecole primaire d'Éteignières;;8260.0;Éteignières;;;;;;41.0;;;0080596E;;PUBLIC;44;Grand-Est;534;0;1;1
yes;no;no;BORDEAUX;La Pisserotte;Ecole élémentaire de Saint-Michel-de-Villadeix;;24380.0;Saint-Michel-de-Villadeix;;;;;;23.0;;;0240868N;;PUBLIC;75;Nouvelle-Aquitaine;317;1;1;1
yes;no;no;BORDEAUX;20 rue des écoles;Ecole de Belvès;;24170.0;Belvès;;;;;;109.0;;;0240963S;;PUBLIC;75;Nouvelle-Aquitaine;1383;0;1;1
yes;no;no;BORDEAUX;2 place de 8 Mai 1945;Ecole maternelle Saint-Exupéry;;24440.0;Beaumont-du-Périgord;;;;;;28.0;;;0240972B;;PUBLIC;75;Nouvelle-Aquitaine;1090;0;1;1
yes;no;no;BORDEAUX;Rue Louis Lescure;Ecole maternelle Yves Peron;;24750.0;Boulazac;;;;;;92.0;;;0241049K;;PUBLIC;75;Nouvelle-Aquitaine;6851;0;0;1
yes;yes;no;BORDEAUX;Le bourg;Ecole maternelle de Bassillac;;24330.0;Bassillac;;;;;;72.0;76.0;;0241094J;;PUBLIC;75;Nouvelle-Aquitaine;1786;0;1;1
yes;yes;no;ORLEANS-TOURS;Rue de la Mairie;Ecole primaire de Candes-Saint-Martin;;37500.0;Candes-Saint-Martin;;;;;;12.0;14.0;;0370567R;;PUBLIC;24;Centre-Val-de-Loire;229;1;1;1
yes;yes;no;TOULOUSE;Le bourg;Ecole primaire de Vire-sur-Lot;;46700.0;Vire-sur-Lot;;;;;;20.0;17.0;;0460382R;;PUBLIC;76;Occitanie;376;1;1;1
yes;yes;no;TOULOUSE;Place de l'Ecole;Ecole maternelle Begoux;;46000.0;Cahors;;;;;;45.0;48.0;;0460649F;;PUBLIC;76;Occitanie;19616;0;0;0
yes;yes;no;CAEN;60 place Champlain;Ecole maternelle Nicolas Copernic;;14000.0;Caen;;;;;;148.0;137.0;;0141560V;;PUBLIC;28;Normandie;107229;0;0;0
yes;yes;no;REIMS;2 rue Ferdinand Buisson;Ecole maternelle Ferdinand Buisson;;10600.0;La Chapelle-Saint-Luc;;;;;;67.0;78.0;;0100194G;;PUBLIC;44;Grand-Est;12634;0;0;0
yes;no;no;REIMS;30 rue de l'Ecole militaire;Ecole maternelle Jean de la Fontaine;;10500.0;Brienne-le-Château;;;;;;94.0;;;0100768F;;PUBLIC;44;Grand-Est;2950;0;0;1
yes;no;no;REIMS;12 rue des Tonnelles;Ecole maternelle de Mailly-le-Camp;;10230.0;Mailly-le-Camp;;;;;;79.0;;;0100814F;;PUBLIC;44;Grand-Est;1712;0;1;1
yes;no;no;REIMS;10 rue de l'Ecole;Ecole maternelle de Vallentigny;;10500.0;Vallentigny;;;;;;18.0;;;0101080V;;PUBLIC;44;Grand-Est;182;1;1;1
yes;yes;no;NANCY-METZ;23 rue des Près;Ecole maternelle de l'Etang;;57700.0;Ranguevaux;;;;;;26.0;5.0;;0570973Y;;PUBLIC;44;Grand-Est;791;0;1;1
yes;yes;no;TOULOUSE;Le bourg;Ecole de Lugan;;12220.0;Lugan;;;;;;23.0;14.0;;0120428A;;PUBLIC;76;Occitanie;343;1;1;1
yes;yes;no;LILLE;80 rue Robert Schuman;Ecole maternelle Desrousseaux;;59700.0;Marcq-en-Barœul;;;;;;85.0;86.0;;0591758R;;PUBLIC;32;Hauts-de-France;39392;0;0;0
yes;no;no;ORLEANS-TOURS;6 rue Domaine;Ecole élémentaire de Drevant;;18200.0;Drevant;;;;;;19.0;;;0180442H;;PUBLIC;24;Centre-Val-de-Loire;565;0;1;1
yes;no;no;ORLEANS-TOURS;55 rue Victor Hugo;Ecole maternelle Jean de la Fontaine;;18500.0;Mehun-sur-Yèvre;;;;;;43.0;;;0180813L;;PUBLIC;24;Centre-Val-de-Loire;6804;0;0;1
yes;yes;no;LIMOGES;Le bourg;Ecole élémentaire de Sexcles;;19430.0;Sexcles;;;;;;21.0;19.0;;0195040A;;PUBLIC;75;Nouvelle-Aquitaine;231;1;1;1
yes;no;no;DIJON;2 place Monge;Ecole élémentaire Monge;;21210.0;Saulieu;;;;;;64.0;;;0210593F;;PUBLIC;27;Bourgogne-et-Franche-Comté;2490;0;0;1
yes;no;no;DIJON;1 bis rue Colonel Fonck;Ecole maternelle Valentin;;21600.0;Longvic;;;;;;64.0;;;0210874L;;PUBLIC;27;Bourgogne-et-Franche-Comté;8981;0;0;1
yes;no;no;DIJON;13 rue Bossuet;Ecole maternelle RPI;;21170.0;Franxault;;;;;;25.0;;;0211752R;;PUBLIC;27;Bourgogne-et-Franche-Comté;449;1;1;1
yes;yes;no;LILLE;23 rue Jules Ferry;Ecole maternelle du Grand Parc;;59550.0;Landrecies;;;;;;63.0;62.0;;0594341Y;;PUBLIC;32;Hauts-de-France;3487;0;0;1
yes;yes;no;TOULOUSE;12 rue Hount Blanque;Ecole élémentaire Jules Ferry;;65200.0;Bagnères-de-Bigorre;;;;;;104.0;105.0;;0650294S;;PUBLIC;76;Occitanie;7633;0;0;1
yes;no;no;AIX-MARSEILLE;3 impasse de la Gavelière;Ecole maternelle Marius Thomas;;13007.0;Marseille;;;;;;95.0;;;0130888V;;PUBLIC;93;Provence-Alpes-Côte-d'Azur;35262;0;0;0
yes;yes;no;LYON;81 rue de la Jomayère;Ecole maternelle Jomayère;;42100.0;Saint-Étienne;;;;;;128.0;120.0;;0420654H;;PUBLIC;84;Auvergne-et-Rhône-Alpes;172023;0;0;0
yes;yes;no;TOULOUSE;18 Rue Georges Clémenceau;Ecole élémentaire Paul Guth;;65380.0;Ossun;;;;;;97.0;102.0;;0650748K;;PUBLIC;76;Occitanie;2314;0;0;1
yes;yes;no;TOULOUSE;346 rue Pasteur;Ecole élémentaire Paul Bert Paul Baratgin;;65300.0;Lannemezan;;;;;;90.0;90.0;;0650850W;;PUBLIC;76;Occitanie;5940;0;0;1
yes;yes;no;DIJON;Le bourg;Ecole élémentaire de Céron;;71110.0;Céron;;;;;;17.0;13.0;;0710791Z;;PUBLIC;27;Bourgogne-et-Franche-Comté;281;1;1;1
yes;no;no;DIJON;22 Grande rue;Ecole de Saint-Bonnet-en-Bresse;;71310.0;Saint-Bonnet-en-Bresse;;;;;;9.0;;;0711274Z;;PUBLIC;27;Bourgogne-et-Franche-Comté;475;1;1;1
yes;no;no;DIJON;11 rue Pasteur;Ecole maternelle Pasteur;;71230.0;Saint-Vallier;;;;;;43.0;;;0711367A;;PUBLIC;27;Bourgogne-et-Franche-Comté;8824;0;0;1
yes;yes;no;STRASBOURG;3 chemin des écoliers;Ecole maternelle Le Verger;;67760.0;Gambsheim;;;;;;74.0;71.0;;0670301N;;PUBLIC;44;Grand-Est;4615;0;0;1
yes;no;no;CAEN;Route de Sallenelles;Ecole de Bréville-les-Monts;;14860.0;Bréville-les-Monts;;;;;;33.0;;;0140766G;;PUBLIC;28;Normandie;651;0;1;1
yes;no;no;CAEN;Le bourg;Ecole élémentaire de Clarbec;;14130.0;Clarbec;;;;;;19.0;;;0140911P;;PUBLIC;28;Normandie;380;1;1;1
yes;yes;no;BESANCON;5 rue de Barboilloz;Ecole maternelle Le Grand Gresil;;70000.0;Vesoul;;;;;;61.0;53.0;;0700938P;;PUBLIC;27;Bourgogne-et-Franche-Comté;15473;0;0;0
yes;yes;no;CAEN;2 place de l'Eglise;Ecole maternelle de Bretteville-sur-Odon;;14760.0;Bretteville-sur-Odon;;;;;;107.0;99.0;;0141538W;;PUBLIC;28;Normandie;3894;0;0;1
yes;no;no;CAEN;Le bourg;Ecole maternelle de Reux;;14130.0;Reux;;;;;;34.0;;;0141670P;;PUBLIC;28;Normandie;402;1;1;1
yes;no;no;CAEN;Le bourg;Ecole maternelle d'Ablon;;14600.0;Ablon;;;;;;48.0;;;0141673T;;PUBLIC;28;Normandie;1211;0;1;1
yes;no;no;CAEN;Place du marché;Ecole maternelle Pauline Kergomard;;14111.0;Louvigny;;;;;;82.0;;;0141675V;;PUBLIC;28;Normandie;2766;0;0;1
yes;no;no;CAEN;Chemin des écoles;Ecole maternelle d'Aubigny;;14700.0;Aubigny;;;;;;22.0;;;0141995T;;PUBLIC;28;Normandie;290;1;1;1
yes;yes;no;POITIERS;Le bourg;Ecole élémentaire de Montignac-le-Coq;;16390.0;Montignac-le-Coq;;;;;;20.0;20.0;;0160195A;;PUBLIC;75;Nouvelle-Aquitaine;132;1;1;1
yes;no;no;POITIERS;153 Route de Paris Le Pontouvre;Ecole maternelle Charles Perrault;;16160.0;Gond-Pontouvre;;;;;;52.0;;;0160256S;;PUBLIC;75;Nouvelle-Aquitaine;5883;0;0;1
yes;yes;no;DIJON;Cidex 106;Ecole élémentaire de Barizey;;71640.0;Barizey;;;;;;18.0;19.0;;0710989P;;PUBLIC;27;Bourgogne-et-Franche-Comté;130;1;1;1
yes;yes;no;TOULOUSE;Le village;Ecole maternelle Empu Peyrusse Grande;;32320.0;Peyrusse-Grande;;;;;;21.0;15.0;;0320200U;;PUBLIC;76;Occitanie;157;1;1;1
yes;no;no;POITIERS;Le bourg;Ecole élémentaire de Vilhonneur;;16220.0;Vilhonneur;;;;;;20.0;;;0160625T;;PUBLIC;75;Nouvelle-Aquitaine;371;1;1;1
yes;no;no;POITIERS;34 avenue 24 aoE»t 1944;Ecole maternelle Les Tilleuls;;16440.0;Mouthiers-sur-Boëme;;;;;;74.0;;;0161068Z;;PUBLIC;75;Nouvelle-Aquitaine;2493;0;0;1
yes;no;no;POITIERS;Le Treuil Mureau;Ecole élémentaire de Puyrolland;;17380.0;Puyrolland;;;;;;17.0;;;0170196W;;PUBLIC;75;Nouvelle-Aquitaine;185;1;1;1
yes;yes;no;STRASBOURG;6 rue des écoles;Ecole maternelle l'Envol;;68560.0;Hirsingue;;;;;;73.0;86.0;;0680681W;;PUBLIC;44;Grand-Est;2202;0;0;1
yes;yes;no;LA REUNION;32 rue Adrien Lagourgue;Ecole élémentaire Piton St-Leu grouPe B;;97436.0;Saint-Leu;;;;;;358.0;355.0;;9740260P;;PUBLIC;4;La-Réunion;33154;0;0;0
no;yes;no;LA REUNION;239 rue Louis Hoareau;Ecole élémentaire publique Bagatelle;974.0;97441.0;Sainte-Suzanne;La Réunion;OUVERT;-20.9280175558611;Bagatelle;55.58616034560367;;5.0;;9740433C;SARDA GARRIGA;PUBLIC;4;La-Réunion;22209;0;0;0
yes;yes;no;LYON;22 rue Descours;Ecole maternelle Descours;;42000.0;Saint-Étienne;;;;;;125.0;113.0;;0420657L;;PUBLIC;84;Auvergne-et-Rhône-Alpes;172023;0;0;0
yes;yes;no;LYON;Le bourg;Ecole maternelle Le Bourg;;42410.0;Vérin;;;;;;35.0;30.0;;0420900A;;PUBLIC;84;Auvergne-et-Rhône-Alpes;683;0;1;1
yes;yes;no;VERSAILLES;Avenue 1ère Armée Française;Ecole maternelle Ferdinand Buisson;;95160.0;Montmorency;;;;;;169.0;164.0;;0950533N;;PUBLIC;11;Île-de-France;20796;0;0;0
yes;yes;no;CRETEIL;29 rue Albert 1er;Ecole maternelle Paul Langevin;;94600.0;Choisy-le-Roi;;;;;;382.0;461.0;;0940394T;;PUBLIC;11;Île-de-France;42769;0;0;0
yes;yes;no;CRETEIL;2 rue Edouard Vaillant;Ecole maternelle Edouard Vaillant 2;;94120.0;Fontenay-sous-Bois;;;;;;84.0;75.0;;0941548X;;PUBLIC;11;Île-de-France;53124;0;0;0
yes;yes;no;GRENOBLE;13 rue Manouchian;Ecole maternelle Paul Langevin 1;;38130.0;Échirolles;;;;;;105.0;107.0;;0380442Z;;PUBLIC;84;Auvergne-et-Rhône-Alpes;35684;0;0;0
yes;yes;no;TOULOUSE;Avenue Jean Jaurès;Ecole maternelle Jean Jaurès;;81130.0;Cagnac-les-Mines;;;;;;107.0;92.0;;0810839X;;PUBLIC;76;Occitanie;2353;0;0;1
yes;yes;no;TOULOUSE;Place de la Gendarmerie;Ecole maternelle la Rose des vents;;82230.0;Monclar-de-Quercy;;;;;;89.0;69.0;;0820768P;;PUBLIC;76;Occitanie;1914;0;1;1
yes;yes;no;BORDEAUX;5 rue Louis Barthou;Ecole maternelle Pegle;;40000.0;Mont-de-Marsan;;;;;;60.0;58.0;;0400833N;;PUBLIC;75;Nouvelle-Aquitaine;31334;0;0;0
yes;no;no;BORDEAUX;3 bis rue Bonado;Ecole maternelle Maréchal Bosquet;;64000.0;Pau;;;;;;95.0;;;0641039G;;PUBLIC;75;Nouvelle-Aquitaine;77575;0;0;0
yes;yes;no;TOULOUSE;30 chemin Cami Dera Mignouna;Ecole élémentaire d'Ozon;;65190.0;Ozon;;;;;;13.0;11.0;;0650563J;;PUBLIC;76;Occitanie;286;1;1;1
yes;yes;no;TOULOUSE;474 boulevard des Tilleuls;Ecole maternelle Bourtoulets;;65300.0;Lannemezan;;;;;;55.0;50.0;;0650603C;;PUBLIC;76;Occitanie;5940;0;0;1
yes;no;no;VERSAILLES;18 rue Jean de la Bruyère;Ecole maternelle la Farandole;;78000.0;Versailles;;;;;;106.0;;;0781217Z;;PUBLIC;11;Île-de-France;85272;0;0;0
yes;yes;no;VERSAILLES;2 allée de Normandie;Ecole maternelle Maréchal Leclerc;;78230.0;Le Pecq;;;;;;100.0;107.0;;0782252Z;;PUBLIC;11;Île-de-France;16237;0;0;0
yes;yes;no;VERSAILLES;1 rue Tristan Bernard;Ecole maternelle Nouveau Cottage;;78340.0;Les Clayes-sous-Bois;;;;;;68.0;75.0;;0782334N;;PUBLIC;11;Île-de-France;17735;0;0;0
yes;yes;no;VERSAILLES;54 rue du Docteur Vaillant;Ecole maternelle Paul Langevin;;78210.0;Saint-Cyr-l'École;;;;;;114.0;122.0;;0783080Z;;PUBLIC;11;Île-de-France;18089;0;0;0
yes;yes;no;VERSAILLES;8 impasse des Ormes;Ecole maternelle Tom Pouce;;78540.0;Vernouillet;;;;;;141.0;156.0;;0783368M;;PUBLIC;11;Île-de-France;9698;0;0;1
yes;no;no;LILLE;Impasse de l'Eglise;Ecole élémentaire RPI 96;;62450.0;Warlencourt-Eaucourt;;;;;;21.0;;;0624299L;;PUBLIC;32;Hauts-de-France;160;1;1;1
yes;no;no;GRENOBLE;Rue du Talweg;Ecole maternelle Pablo Neruda;;73000.0;Chambéry;;;;;;55.0;;;0731216A;;PUBLIC;84;Auvergne-et-Rhône-Alpes;58653;0;0;0
yes;no;no;DIJON;1 rue des Pierres;Ecole élémentaire Chancelier Rolin;;71400.0;Autun;;;;;;59.0;;;0710727E;;PUBLIC;27;Bourgogne-et-Franche-Comté;13863;0;0;0
yes;no;no;DIJON;Le bourg;Ecole d'Artaix;;71110.0;Artaix;;;;;;13.0;;;0710794C;;PUBLIC;27;Bourgogne-et-Franche-Comté;339;1;1;1
yes;no;no;DIJON;Le bourg;Ecole élémentaire de Saint-Germain-en-Brionnais;;71800.0;Saint-Germain-en-Brionnais;;;;;;15.0;;;0710802L;;PUBLIC;27;Bourgogne-et-Franche-Comté;197;1;1;1
